tile_id,question_id,level,level_name,question,answer_lr,answer_sr,answer_gt
tile_0083,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road visible in the image, which is located at the bottom left. It appears to be an unpaved road, possibly made of dirt or gravel.","There are two roads or paths visible in this image. One is located at the bottom left and the other is located at the top left. The road at the bottom left appears to be paved,","There are a total of 4 roads or paths visible in the image. Two of them are located at the bottom left and bottom right, while the other two are located at the top left and top"
tile_0083,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,There are a total of 4 buildings visible in the image. The rooftop of one of the buildings is described as being teal in color.,There are a total of 10 buildings visible in the image. The rooftop of one building is teal in color.,There are a total of 10 buildings visible in the image. The rooftop of one building is described as being teal in color.
tile_0084,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 40%, agriculture 20%, urban 10%, water 10%, bare soil 20%","forest 45%, agriculture 10%, urban 20%, water 10%, bare soil 10%","forest 50%, agriculture 30%, urban 10%, water 5%, bare soil 5%"
tile_0084,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",Yes.,Yes.,Yes
tile_0084,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",1,1,1
tile_0084,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",No.,No.,Yes.
tile_0084,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,10,10
tile_0084,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There is one road visible in the image, which is located at the bottom right. It appears to be an unpaved road.",There are two roads or paths visible in this image. One is located at the bottom right and the other is located at the top right. The road at the bottom right is paved and appears to,There are two roads or paths visible in this image. One is located at the bottom right and the other is located at the top right. The road at the bottom right is paved and appears to
tile_0084,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,There are a total of 4 buildings visible in the image. The rooftop of one of the buildings is described as being close to each other at the top.,There are a total of 11 buildings visible in the image. The rooftop of one building is described as being teal in color.,There are a total of 11 buildings visible in the image. The rooftop of one building is described as being made of dimgray material.
tile_0085,q01_pct_landcover,1,semantic,"Estimate the percentage of each land cover type visible in this remote sensing image. Answer strictly in this format: forest X%, agriculture X%, urban X%, water X%, bare soil X%. Percentages must sum to 100%.","forest 40%, agriculture 20%, urban 5%, water 10%, bare soil 25%","forest 45%, agriculture 10%, urban 0%, water 10%, bare soil 39%","forest 75%, agriculture 10%, urban 5%, water 5%, bare soil 5%"
tile_0085,q02_has_water,1,semantic,"Is there any water body (river, lake, or pond) visible in this image? Answer only: yes or no.",No.,Yes.,Yes.
tile_0085,q03_field_count,2,structural,"How many distinct agricultural fields or plots can you count in this image? Give only a number, or say none if no fields are visible.",1,1,2
tile_0085,q04_field_rows,2,structural,"Are agricultural field rows, crop patterns, or field boundaries clearly visible in this image? Answer only: yes or no.",Yes.,No.,Yes.
tile_0085,q05_building_count,3,fine_detail,"How many distinct buildings or rooftops can you count in this image? Give only a number, or say none if no buildings are visible.",1,1,1
tile_0085,q06_road_describe,3,fine_detail,How many roads or paths are visible in this image? Are they paved or unpaved? Describe briefly where they are located.,"There are two roads or paths visible in this image. One is located at the top right of the image and appears to be a paved road, while the other is located at the top left of",There are two roads or paths visible in this image. One is located at the top right and the other is located at the top left. The road at the top right is paved and appears to,There are two roads or paths visible in this image. One is located at the top right and the other is located at the top left. The road at the top right is paved and appears to
tile_0085,q07_building_describe,3,fine_detail,How many buildings are visible in this image? Describe their rooftop color or material if possible.,There is one building visible in the image. It is not possible to determine the rooftop color or material of the building as it is not visible in the image.,"There are a total of 3 buildings visible in the image. The building at the top left is surrounded by trees, and the building at the top right is surrounded by trees as well. The building at the bottom left is","There are a total of 4 buildings visible in the image. The building at the bottom left is surrounded by trees, and the building at the bottom right is surrounded by trees as well. The building at the top left is"
