region,tile_id,caption_lr,caption_sr,caption_gt_rs,bleu1_lr,bleu1_sr,rouge1_lr,rouge1_sr,tfidf_lr,tfidf_sr
R1,tile_0393,a green and yellow snake is standing on a tree branch,an aerial view of a field with a road,a satellite image of the site of the proposed new golf course,0.0830091560256602,0.1592291801275087,0.0869565217391304,0.1904761904761905,0.0,0.1099856999317356
R1,tile_0394,a blur of a bird in the sky,aerial view of the fields,an aerial view of the countryside,0.25,0.6549846024623855,0.2857142857142857,0.7272727272727272,0.2019930924979184,0.5803329846765686
R1,tile_0395,a blur of a building in the middle of the city,a view of a river and a field,an aerial view of the site of the ancient city of poa,0.415045780128301,0.1516326649281583,0.4347826086956521,0.2,0.5262416845677325,0.2604745665105497
R1,tile_0396,a green and white tile with a black stripe,a river running through a lush green field,an aerial view of a farm in the countryside,0.111111111111111,0.1103121128230744,0.1111111111111111,0.1176470588235294,0.0,0.0
R1,tile_0397,a close up of a green and black object,aerial view of the fields and fields in the countryside,aerial view of farmland fields,0.111111111111111,0.4,0.1428571428571428,0.5333333333333333,0.0934947749753671,0.4482003887832659
R1,tile_0398,a close up of a green and white diamond,aerial view of the fields,aerial view of a rural area,0.2222222222222222,0.4912384518467891,0.2666666666666666,0.5454545454545454,0.0934947749753671,0.4316134189707514
R1,tile_0399,a blur of a green leaf,aerial view of farmland fields in the countryside of the netherlands,aerial view of farmland fields,0.1666666666666666,0.4545454545454545,0.1818181818181818,0.625,0.1273595297947935,0.5743359334224297
R1,tile_0400,a green and white rug,a river running through a lush green forest,an aerial view of the site of the proposed site,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0401,a green leaf with a white stripe,a river running through a lush green forest,a large river with a green field next to it,0.372250890017746,0.3894003915357024,0.4705882352941176,0.4444444444444445,0.1908740661302035,0.1707761131901165
R1,tile_0402,a blur of a green leaf,a large body of water,an aerial view of the site of the proposed site,0.0855695198387653,0.0735758882342884,0.125,0.1333333333333333,0.1443835552773867,0.1443835552773867
R1,tile_0403,a colorful background with many small squares,a green wall with a blue sky in the background,aerial view of a field,0.1428571428571428,0.1,0.1666666666666666,0.1333333333333333,0.0,0.0
R1,tile_0404,a colorful background with many small squares,a green wall with a blue and white paint,a field of purple flowers,0.1428571428571428,0.111111111111111,0.1666666666666666,0.1428571428571428,0.0,0.0
R1,tile_0405,a black and white cat,a large field with a small patch of grass,a large field with a dirt road and a small road,0.1204776847648808,0.5338249352778719,0.25,0.6,0.0876868198014244,0.3188827274930885
R1,tile_0406,a green leaf with a black background,a satellite image of the area where the plane crashed,a large green field,0.2857142857142857,0.1,0.3636363636363636,0.1428571428571428,0.150640184987065,0.0
R1,tile_0407,a green and white object in the dark sky,a large white building in the middle of a forest,an aerial view of the site of the former military base,0.0889708225463119,0.1809674836071919,0.0999999999999999,0.1904761904761905,0.1023976658850039,0.2300401276518276
R1,tile_0408,a man in a camouflage uniform is holding a gun,a large field with a white house in the middle,the aerial view of the house from above,0.0,0.2,0.0,0.2222222222222222,0.0,0.2089836891964447
R1,tile_0409,a close up of a green and yellow flower,a green field with a white line on it,a satellite image of a green field,0.4444444444444444,0.4444444444444444,0.5,0.5,0.206136966068286,0.206136966068286
R1,tile_0410,a close up of a flower with a blur effect,a green field with a white line in the middle,an aerial view of the green fields and fields,0.1,0.2,0.1052631578947368,0.2105263157894737,0.0612309433454452,0.1208322304695984
R1,tile_0411,a close up of a green and white tile,aerial view of the site of the old farm,an aerial view of the site of the proposed site,0.0994265907571521,0.6959861353000654,0.1052631578947368,0.7368421052631577,0.1059921313509325,0.7325052427369967
R1,tile_0412,a green snake is sitting on a brick,aerial view of the road leading to the village of the village of the village of the village of the village,an aerial view of the proposed site,0.0,0.1904761904761904,0.0,0.2857142857142857,0.0,0.3793559057069374
R1,tile_0413,a blur of a person walking on a sidewalk,a view of a river and a road,an aerial view of the river and surrounding area,0.111111111111111,0.4412484512922977,0.1111111111111111,0.4705882352941176,0.0739712948346599,0.4392749903163555
R1,tile_0414,a green and white tile with a black border,an aerial view of a field with a small house,an aerial view of a farm in the countryside,0.111111111111111,0.5,0.1111111111111111,0.5263157894736842,0.0,0.3360969272762575
R1,tile_0415,a green leaf with white spots,a satellite image of a golf course,a large green field,0.3333333333333333,0.1428571428571428,0.4,0.1818181818181818,0.150640184987065,0.0
R1,tile_0416,a green leaf with a white background,an aerial view of the site of the former site,an aerial view of the site of the former military base,0.0,0.8143536762323635,0.0,0.8571428571428572,0.0,0.8501091337516256
R1,tile_0417,a green and white object is seen in this image,a large body of water,an aerial view of the site of the former nuclear plant in the city of wuzhou,0.0548811636094026,0.0221606316724667,0.0769230769230769,0.0952380952380952,0.0330959842055593,0.1671119377287847
R1,tile_0418,a green and white background with a pattern,aerial view of the river,an aerial view of a green field with a river running through it,0.2676307142594951,0.1615172143957243,0.380952380952381,0.4444444444444444,0.1429197295221492,0.3875572553672503
R1,tile_0419,a green and white plaid pattern,aerial view of the fields,a green field with a small patch of grass,0.2021768865708778,0.0898657928234443,0.2666666666666666,0.1428571428571428,0.0934947749753671,0.0934947749753671
R1,tile_0420,a green and white square shaped object,aerial view of the fields,an aerial view of a green field,0.2857142857142857,0.4021920276213835,0.2857142857142857,0.5,0.0919399817407808,0.3808726084759437
R1,tile_0421,a green glass vase sitting on top of a table,aerial view of the river,an aerial view of a farm and river,0.2,0.4390493088752211,0.2222222222222222,0.6153846153846154,0.0724408192504198,0.5193879933129156
R1,tile_0422,a close up of a green and white striped pattern,a river running through a green field,an aerial view of the river and farmland,0.2,0.1238396999643116,0.2222222222222222,0.1333333333333333,0.1443835552773867,0.0870444679250421
R1,tile_0423,a close up of a green and white diamond,a large area of land with a river running through it,an aerial view of the river and surrounding farmland,0.2222222222222222,0.1818181818181818,0.2222222222222222,0.1999999999999999,0.1458743908205645,0.1263637396650437
R1,tile_0424,a green and white cross on a black background,a large lake surrounded by green grass,an aerial view of the proposed site,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0425,a pink nebula with a black hole in the center,a large green area,an aerial view of the proposed site,0.1,0.0,0.1176470588235294,0.0,0.0724408192504198,0.0
R1,tile_0426,a colorful background with many small squares,a green wall with a blue and yellow paint,a green and brown surface with small white dots,0.3220616970322653,0.4444444444444444,0.375,0.4444444444444444,0.1707761131901165,0.2532094495161745
R1,tile_0427,a colorful background with many small squares,a green wall with a white border,a green and purple flower field,0.1428571428571428,0.2857142857142857,0.1538461538461538,0.3076923076923076,0.0,0.1123427789154277
R1,tile_0428,a black dog is standing in the grass,a large patch of land,a large field with a small patch of land,0.1103121128230744,0.4493289641172215,0.1176470588235294,0.7142857142857143,0.0,0.6348087971775132
R1,tile_0429,a green leaf with a white stripe,a satellite image of a large field with a house,a large green field,0.2857142857142857,0.3,0.3636363636363636,0.4285714285714285,0.150640184987065,0.2910691023819054
R1,tile_0430,a green diamond,a satellite image of the site of the proposed site,an aerial view of the site of the proposed site,0.0,0.7,0.0,0.7,0.0,0.7258060976371984
R1,tile_0431,a green and white tile with a white border,a satellite image of a farm and a road,a large green field,0.2222222222222222,0.111111111111111,0.3076923076923076,0.1538461538461538,0.1096425868345385,0.0
R1,tile_0432,a green string is hanging from a wire,"aerial view of the village of stow, near the village of stow",an aerial view of the site of the proposed site,0.0,0.5,0.0,0.5454545454545454,0.0,0.4483782766116837
R1,tile_0433,a bird is sitting on a wooden post,aerial view of the site of the proposed new bridge,an aerial view of the site of the proposed site,0.0,0.8,0.0,0.8000000000000002,0.0,0.7900322566465154
R1,tile_0434,a close up of a diamond,an aerial view of the site of the proposed site,an aerial view of the site of the former chinese military base in china,0.0439328563526211,0.5362560368285115,0.1,0.6666666666666666,0.1350734836708713,0.6460585448598781
R1,tile_0435,a cat is sitting on a table,an aerial view of the site of the proposed site,an aerial view of the site of the proposed development,0.0,0.9,0.0,0.9,0.0,0.9044401059413036
R1,tile_0436,a blur of a tree in the forest,a road that is next to a river,an aerial view of a river and a road,0.3309363384692233,0.4412484512922977,0.3529411764705882,0.4705882352941176,0.0845798608014702,0.184431916622613
R1,tile_0437,a green and white background with a white circle,a road in the middle of a forest,a road in the middle of a forest,0.2222222222222222,1.0,0.2352941176470588,1.0,0.0,1.0000000000000002
R1,tile_0438,a bird is sitting on a leaf,an aerial view of the road that leads to the site of the proposed proposed highway,an aerial view of the road and surrounding area,0.0,0.375,0.0,0.4800000000000001,0.0,0.4419192646829855
R1,tile_0439,a leaf with a white stripe on it,an aerial view of a road and a forest,an aerial view of the road and the surrounding area,0.0,0.596559544542913,0.0,0.631578947368421,0.0,0.5028442704592633
R1,tile_0440,a blur of a person walking on a path,an aerial view of a field with a lake,an aerial view of the site of the proposed site,0.0994265907571521,0.3977063630286087,0.1052631578947368,0.4210526315789474,0.1152155433779312,0.3188231972456646
R1,tile_0441,a man in a suit and tie is seen in this image,an aerial view of a field with a small house,oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique,0.0,0.0,0.0,0.0,0.0,0.0
R1,tile_0442,a dog is standing on a ledge,an aerial view of a green field,an aerial view of the site of the proposed site,0.0,0.372250890017746,0.0,0.4705882352941176,0.0,0.3562339138059969
R1,tile_0443,a white and green diamond,aerial view of the river,an aerial view of the amazon river in the amazon rainforest,0.0,0.301194211912202,0.0,0.625,0.0,0.5743359334224298
R1,tile_0444,a green and white striped pattern,aerial view of a river and a green field,a river in the middle of a green field,0.2021768865708778,0.6666666666666666,0.2666666666666666,0.6666666666666666,0.0934947749753671,0.402982208973961
R1,tile_0445,a close up of a purple and green glass,aerial view of the site of the proposed new site,an aerial view of the site of the proposed site,0.0994265907571521,0.9,0.1052631578947368,0.9,0.1059921313509325,0.8836351388995086
